id,nme,shortnme
85783,cl23022,FOLN
85784,cl23023,Bac_small_YrzI
85785,cl23024,Dimeth_Pyl
85786,cl23025,Gmx_para_CXXCG
85787,cl23026,DUF2379
85788,cl23027,DUF2375
85789,cl23028,Myco_arth_vir_N
85790,cl23029,Phenyl_P_gamma
85791,cl23030,UspB
85792,cl23031,BDM
85793,cl23032,CedA
85794,cl23033,YbaJ
85795,cl23034,DUF2583
85796,cl23035,DUF2594
85797,cl23036,DSRB
85798,cl23037,Met_repressor_MetJ
85799,cl23038,ToxGAP
85800,cl23039,PlantTI
85801,cl23040,PapG_CBD
85802,cl23041,Lysin-Sp18
85803,cl23042,CSF2
85804,cl23043,DEFSN
85805,cl23044,GLUCA
85806,cl23045,PTH
85807,cl23046,THY
85808,cl23047,NAT_PEP
85809,cl23048,IL2
85810,cl23049,NEBU
85811,cl23050,ZnF_A20
85812,cl23051,BH4
85813,cl23052,FOLN
85814,cl23053,PTI
85815,cl23054,CLH
85816,cl23055,HALZ
85817,cl23056,GIT
85818,cl23057,EZ_HEAT
85819,cl23058,ZnF_PMZ
85820,cl23059,LisH
85821,cl23060,CTNS
85822,cl23061,RPEL
85823,cl23062,KOW
85824,cl23063,A_amylase_inhib
85825,cl23064,AgrD
85826,cl23065,Agro_virD5
85827,cl23066,Amb_V_allergen
85828,cl23067,LSD1
85829,cl23068,cyt_b559_beta
85830,cl23069,holin_SPP1
85831,cl23070,P_fal_TIGR01639
85832,cl23071,phasin_2
85833,cl23072,gmx_para_CXXCG
85834,cl23073,TIGR02267
85835,cl23074,int_mem_ywzB
85836,cl23075,dimeth_PyL
85837,cl23076,Bac_small_yrzI
85838,cl23077,yscI_hrpB_dom
85839,cl23078,type_III_ssaH
85840,cl23079,type_III_yscG
85841,cl23080,type_III_tyeA
85842,cl23081,HrpB2
85843,cl23082,LcrG_PcrG
85844,cl23083,PEP_exosort
85845,cl23084,TIGR02611
85846,cl23085,phenyl_P_gamma
85847,cl23086,cbb3_Q_epsi
85848,cl23087,short_TIGR02808
85849,cl23088,SpoIIIAC
85850,cl23089,spore_III_AD
85851,cl23090,spore_sspJ
85852,cl23091,spore_ypjB
85853,cl23092,TIGR02922
85854,cl23093,phageshock_pspG
85855,cl23094,phageshock_pspD
85856,cl23095,PS_I_psaI
85857,cl23096,psaOeuk
85858,cl23097,YdfZ_fam
85859,cl23098,tap_IncFII_lead
85860,cl23099,EF_0830
85861,cl23100,PHA00646
85862,cl23101,psbL
85863,cl23102,petN
85864,cl23103,PRK06758
85865,cl23104,PRK09810
85866,cl23105,PTZ00190
85867,cl23106,PTZ00204
85868,cl23107,PTZ00209
85869,cl23108,Endothelin
85870,cl23109,Gas_vesicle
85871,cl23110,GM_CSF
85872,cl23111,PSI_PsaJ
85873,cl23112,BH4
85874,cl23113,COX8
85875,cl23114,Phage_B
85876,cl23115,PsbL
85877,cl23116,PsbN
85878,cl23117,PetG
85879,cl23118,DUF223
85880,cl23119,Colipase_C
85881,cl23120,PapB
85882,cl23121,SulA
85883,cl23122,Gal4_dimer
85884,cl23123,DUF496
85885,cl23124,DUF576
85886,cl23125,Phage_holin
85887,cl23126,Agro_virD5
85888,cl23127,PetL
85889,cl23128,AgrD
85890,cl23129,Usg
85891,cl23130,NAD4L
85892,cl23131,DUF1033
85893,cl23132,DUF1039
85894,cl23133,DUF1040
85895,cl23134,PsiB
85896,cl23135,PsbY
85897,cl23136,Pepsin-I3
85898,cl23137,DUF1128
85899,cl23138,UPF0253
85900,cl23139,UPF0257
85901,cl23140,PsiA
85902,cl23141,DUF1323
85903,cl23142,DUF1422
85904,cl23143,PsaM
85905,cl23144,VPEP
85906,cl23145,CtnDOT_TraJ
85907,cl23146,TetM_leader
85908,cl23147,SspN
85909,cl23148,SpoV
85910,cl23149,LisH
85911,cl23150,GlgS
85912,cl23151,T3SS_needle_E
85913,cl23152,DUF1959
85914,cl23153,Feld-I_B
85915,cl23154,HisK_N
85916,cl23155,Dot_icm_IcmQ
85917,cl23156,Type_III_YscG
85918,cl23157,DUF2374
85919,cl23158,Spore_SspJ
85920,cl23159,Spore_YpjB
85921,cl23160,Phageshock_PspG
85922,cl23161,Phageshock_PspD
85923,cl23162,PGPGW
85924,cl23163,DUF2080
85925,cl23164,DUF2093
85926,cl23165,DUF2106
85927,cl23166,DUF2107
85928,cl23167,DUF2109
85929,cl23168,DUF2129
85930,cl23169,DUF2197
85931,cl23170,ChpXY
85932,cl23171,DUF2496
85933,cl23172,YliH
85934,cl23173,DUF2559
85935,cl23174,DUF2560
85936,cl23175,DUF2649
85937,cl23176,DUF2689
85938,cl23177,DUF2767
85939,cl23178,DUF2824
85940,cl23179,TrbE
85941,cl23180,DUF2636
85942,cl23181,PmrD
85943,cl23182,DUF2976
85944,cl23183,DUF3130
85945,cl23184,CHIPS
85946,cl23185,DUF3236
85947,cl23186,DUF3262
85948,cl23187,DUF3561
85949,cl23188,Beta-TrCP_D
85950,cl23189,VirArc_Nuclease
85951,cl23190,Protein_K
85952,cl23191,Peptidase_A2_2
85953,cl23192,Peptidase_M73
85954,cl23193,TraW_N
85955,cl23194,spore_BofA
85956,cl23195,conj_TIGR03758
85957,cl23196,YokU_near_AblA
85958,cl23197,near_KaiC_dom
85959,cl23198,D
85960,cl23199,E
85961,cl23200,K
85962,cl23201,H
85963,cl23202,PHA00771
85964,cl23203,PLN00090
85965,cl23204,PLN00131
85966,cl23205,psbK
85967,cl23206,psbZ
85968,cl23207,PRK09781
85969,cl23208,PRK09973
85970,cl23209,PRK13032
85971,cl23210,psbN
85972,cl23211,PRK13718
85973,cl23212,PRK13857
85974,cl23213,psbM
85975,cl23214,PRK14710
85976,cl23215,spoVM
85977,cl23216,PRK14744
85978,cl23217,PRK14745
85979,cl23218,PRK14751
85980,cl23219,petG
85981,cl23220,petN
85982,cl23221,psbN
85983,cl23222,psbI
85984,cl23223,rpl36
85985,cl23224,psbT
85986,cl23225,psbL
85987,cl23226,psbF
85988,cl23227,psbH
85989,cl23228,psbM
85990,cl23229,psbZ
85991,cl23230,psaJ
85992,cl23231,petL
85993,cl23232,psbJ
85994,cl23233,rpl34
85995,cl23234,ycf12
85996,cl23235,psaI
85997,cl23236,psaM
85998,cl23237,psbY
85999,cl23238,ND4L
86000,cl23239,ND6
86001,cl23240,PHA00617
86002,cl23241,PLN00055
86003,cl23242,PLN00085
86004,cl23243,PLN02999
86005,cl23244,PLN03090
86006,cl23245,PLN03219
86007,cl23246,PLN03221
86008,cl23247,PLN03222
86009,cl23248,pqqA
86010,cl23249,PRK00523
86011,cl23250,petG
86012,cl23251,PRK02302
86013,cl23252,PRK02565
86014,cl23253,psbH
86015,cl23254,psbI
86016,cl23255,PRK02886
86017,cl23256,PRK02922
86018,cl23257,PRK02935
86019,cl23258,PRK02939
86020,cl23259,sspK
86021,cl23260,PRK04387
86022,cl23261,PRK04964
86023,cl23262,PRK05264
86024,cl23263,PRK05423
86025,cl23264,sspP
86026,cl23265,pspG
86027,cl23266,PRK09609
86028,cl23267,PRK09729
86029,cl23268,PRK09738
86030,cl23269,PRK09750
86031,cl23270,PRK09759
86032,cl23271,rpsV
86033,cl23272,csgC
86034,cl23273,PRK10113
86035,cl23274,PRK10174
86036,cl23275,PRK10204
86037,cl23276,PRK10292
86038,cl23277,PRK10299
86039,cl23278,PRK10397
86040,cl23279,PRK10497
86041,cl23280,PRK10613
86042,cl23281,PRK10667
86043,cl23282,PRK10692
86044,cl23283,PRK10708
86045,cl23284,PRK11020
86046,cl23285,PRK11037
86047,cl23286,PRK11038
86048,cl23287,PRK11436
86049,cl23288,PRK11467
86050,cl23289,PRK11594
86051,cl23290,PRK11835
86052,cl23291,PsbT
86053,cl23292,psaI
86054,cl23293,psaM
86055,cl23294,bssS
86056,cl23295,bssR
86057,cl23296,PRK12784
86058,cl23297,pbsY
86059,cl23298,hetR
86060,cl23299,PRK13251
86061,cl23300,PRK13659
86062,cl23301,PRK13664
86063,cl23302,PRK13666
86064,cl23303,PRK13680
86065,cl23304,PRK13682
86066,cl23305,PRK13702
86067,cl23306,PRK13704
86068,cl23307,PRK13710
86069,cl23308,PRK13713
86070,cl23309,PRK13717
86071,cl23310,PRK13908
86072,cl23311,PRK14065
86073,cl23312,iraD
86074,cl23313,PRK14563
86075,cl23314,PRK14747
86076,cl23315,PRK14763
86077,cl23316,PRK15215
86078,cl23317,PRK15231
86079,cl23318,PRK15250
86080,cl23319,PRK15355
86081,cl23320,PRK15356
86082,cl23321,PRK15366
86083,cl23322,PRK15382
86084,cl23323,PRK15383
86085,cl23324,PRK15384
86086,cl23325,PRK15396
86087,cl23326,PRK15450
86088,cl23327,PTZ00438
86089,cl23328,Csx16_III-U
86090,cl23329,exosort_Gpos
86091,cl23330,zf-CCHC
86092,cl23331,PsbH
86093,cl23332,PsbI
86094,cl23333,IL13
86095,cl23334,DUF1283
86096,cl23335,zf-LSD1
86097,cl23336,DUF1328
86098,cl23337,WI12
86099,cl23338,CaM_binding
86100,cl23339,Entericidin
86101,cl23340,Ribosomal_S22
86102,cl23341,U3_assoc_6
86103,cl23342,DUF2388
86104,cl23343,PYST-C1
86105,cl23344,DUF2498
86106,cl23345,HTH_Tnp_Tc3_1
86107,cl23346,IQ
86108,cl23347,EFh
86109,cl23348,NMU
86110,cl23349,PLEC
86111,cl23350,END
86112,cl23351,ZnF_C2HC
86113,cl23352,LRR_CC
86114,cl23353,LRR_RI
86115,cl23354,WSN
86116,cl23355,FES
86117,cl23356,MORN
86118,cl23357,GA
86119,cl23358,IDEAL
86120,cl23359,Beta-TrCP_D
86121,cl23360,Col_cuticle_N
86122,cl23361,holin_BlyA
86123,cl23362,pupylate_cterm
86124,cl23363,lipo_with_rSAM
86125,cl23364,Plectin
86126,cl23365,PSI_8
86127,cl23366,GA
86128,cl23367,Ribosomal_L29e
86129,cl23368,HOK_GEF
86130,cl23369,HALZ
86131,cl23370,Peptidase_S48
86132,cl23371,PetN
86133,cl23372,Phospholamban
86134,cl23373,TraY
86135,cl23374,PSII_Ycf12
86136,cl23375,BofA
86137,cl23376,Chaperone_III
86138,cl23377,GIT_SHD
86139,cl23378,DUF2376
86140,cl23379,DUF2187
86141,cl23380,DUF2312
86142,cl23381,Tafi-CsgC
86143,cl23382,DUF2810
86144,cl23383,MRL1
86145,cl23384,DUF3938
86146,cl23385,TisB_toxin
86147,cl23386,MsyB
86148,cl23387,YejG
86149,cl23388,BssS
86150,cl23389,YccJ
86151,cl23390,YdfZ
86152,cl23391,Gly_rich_SFCGS
86153,cl23392,Frankia_peptide
86154,cl23393,grasp_w_spasm_A
86155,cl23394,FBX4_GTPase_like
86156,cl23395,fungal_TF_MHR
86157,cl23396,intein_Cterm
86158,cl23397,PYST-C1
86159,cl23398,chpXY
86160,cl23399,Myco_arth_vir_N
86161,cl23400,archaeo_artF
86162,cl23401,TOMM_nitrile_2
86163,cl23402,TM_EphA1
86164,cl23403,SKA1_N
86165,cl23404,psbK
86166,cl23405,GASTRIN
86167,cl23406,GoLoco
86168,cl23407,FBD
86169,cl23408,CaM_binding
86170,cl23409,PLN00046
86171,cl23410,PLN00063
86172,cl23411,PLN00075
86173,cl23412,PLN02729
86174,cl23413,PLN02956
86175,cl23414,PLDc
86176,cl23415,ETF_QO
86177,cl23416,B
86178,cl23417,PHA00148
86179,cl23418,PHA00742
86180,cl23419,PHA01077
86181,cl23420,48
86182,cl23421,PHA03058
86183,cl23422,YjgD
86184,cl23423,YeeX
86185,cl23424,MetJ
86186,cl23425,YihD
86187,cl23426,MatP
86188,cl23427,Rmf
86189,cl23428,COG3295
86190,cl23429,YqfO
86191,cl23430,FlaC
86192,cl23431,ISA1214
86193,cl23432,AhpA
86194,cl23433,COG3750
86195,cl23434,YneF
86196,cl23435,YciS
86197,cl23436,COG3908
86198,cl23437,COG4019
86199,cl23438,EhaF
86200,cl23439,EhaE
86201,cl23440,COG4040
86202,cl23441,COG4084
86203,cl23442,Lpp
86204,cl23443,YlbG
86205,cl23444,YktA
86206,cl23445,YqgQ
86207,cl23446,COG4699
86208,cl23447,COG4719
86209,cl23448,YwzB
86210,cl23449,YlaN
86211,cl23450,YfkK
86212,cl23451,YkvS
86213,cl23452,YdaT
86214,cl23453,YlaI
86215,cl23454,CsbA
86216,cl23455,UFD2
86217,cl23456,COG5328
86218,cl23457,COG5330
86219,cl23458,Usg
86220,cl23459,YhhI
86221,cl23460,YjiS
86222,cl23461,YtjA
86223,cl23462,COG5509
86224,cl23463,COG5547
86225,cl23464,YifL
86226,cl23465,psbF
86227,cl23466,PRK02733
86228,cl23467,PRK02853
86229,cl23468,PRK02868
86230,cl23469,PRK04960
86231,cl23470,psbM
86232,cl23471,PRK05097
86233,cl23472,sspN
86234,cl23473,PRK10106
86235,cl23474,PRK10224
86236,cl23475,PRK10726
86237,cl23476,PRK11056
86238,cl23477,recC
86239,cl23478,PRK13686
86240,cl23479,PRK13694
86241,cl23480,psiB
86242,cl23481,PRK13724
86243,cl23482,PRK13858
86244,cl23483,PRK15202
86245,cl23484,CSF2
86246,cl23485,Knot1
86247,cl23486,Cyt_c_Oxidase_VIII
86248,cl23487,PTZ00270
86249,cl23488,Spider_toxin
86250,cl23489,EF-hand_1
86251,cl23490,Fer4
86252,cl23491,zf-C2H2
86253,cl23492,Hormone_2
86254,cl23493,ANP
86255,cl23494,Bowman-Birk_leg
86256,cl23495,Squash
86257,cl23496,Defensin_1
86258,cl23497,Dockerin_1
86259,cl23498,TetR_N
86260,cl23499,IQ
86261,cl23500,Peptidase_M16
86262,cl23501,IL2
86263,cl23502,Gram_pos_anchor
86264,cl23503,Nebulin
86265,cl23504,Gastrin
86266,cl23505,Barwin
86267,cl23506,Cutinase
86268,cl23507,Parathyroid
86269,cl23508,Thymosin
86270,cl23509,Lamp
86271,cl23510,Egg_lysin
86272,cl23511,Col_cuticle_N
86273,cl23512,DDE_Tnp_ISL3
86274,cl23513,Peptidase_C10
86275,cl23514,Ycf9
86276,cl23515,zf-A20
86277,cl23516,PsbJ
86278,cl23517,NMU
86279,cl23518,TrpBP
86280,cl23519,Flg_hook
86281,cl23520,Oest_recep
86282,cl23521,Peptidase_A3
86283,cl23522,GoLoco
86284,cl23523,WSN
86285,cl23524,MORN
86286,cl23525,PsbK
86287,cl23526,FtsX
86288,cl23527,Herpes_Helicase
86289,cl23528,RPEL
86290,cl23529,SEC-C
86291,cl23530,LigT_PEase
86292,cl23531,GARS_N
86293,cl23532,ATP-synt_ab_N
86294,cl23533,GatB_N
86295,cl23534,RNA_pol_A_CTD
86296,cl23535,HEAT_PBS
86297,cl23536,Glyco_hydro_49
86298,cl23537,Sec61_beta
86299,cl23538,Utp12
86300,cl23539,Sec8_exocyst
86301,cl23540,LPP
86302,cl23541,NUDE_C
86303,cl23542,RMF
86304,cl23543,Phage_holin_3
86305,cl23544,PsbM
86306,cl23545,UPF0223
86307,cl23546,Tra_M
86308,cl23547,RALF
86309,cl23548,Pup
86310,cl23549,Pirin_C
86311,cl23550,Plasmodium_Vir
86312,cl23551,ATP-synt_S1
86313,cl23552,Fun_ATP-synt_8
86314,cl23553,DUF910
86315,cl23554,DUF968
86316,cl23555,MatP
86317,cl23556,zf-FCS
86318,cl23557,DUF1127
86319,cl23558,DUF1145
86320,cl23559,DUF1146
86321,cl23560,Claudin_3
86322,cl23561,SpoIIIAC
86323,cl23562,SUR7
86324,cl23563,DUF1192
86325,cl23564,AraC_N
86326,cl23565,UPF0262
86327,cl23566,PLA2G12
86328,cl23567,D123
86329,cl23568,IFNGR1
86330,cl23569,DUF1395
86331,cl23570,LcrG
86332,cl23571,DUF1507
86333,cl23572,FBA_1
86334,cl23573,TadE
86335,cl23574,DUF1641
86336,cl23575,DUF1656
86337,cl23576,Gryzun
86338,cl23577,N_methyl
86339,cl23578,PqqA
86340,cl23579,SspK
86341,cl23580,SspP
86342,cl23581,PE-PPE
86343,cl23582,FBA_3
86344,cl23583,HTH_Mga
86345,cl23584,FBD
86346,cl23585,Utp13
86347,cl23586,TRAPPC9-Trs120
86348,cl23587,IDEAL
86349,cl23588,DUF1836
86350,cl23589,MEF2_binding
86351,cl23590,Phospholip_A2_3
86352,cl23591,VitD-bind_III
86353,cl23592,HAS-barrel
86354,cl23593,Porin_OmpG
86355,cl23594,HrpB2
86356,cl23595,MetRS-N
86357,cl23596,Tiny_TM_bacill
86358,cl23597,PRESAN
86359,cl23598,Wx5_PLAF3D7
86360,cl23599,Phage_XkdX
86361,cl23600,HVSL
86362,cl23601,Nop25
86363,cl23602,DUF2188
86364,cl23603,DUF2198
86365,cl23604,DUF2273
86366,cl23605,Glycoamylase
86367,cl23606,NCBP3
86368,cl23607,DUF2450
86369,cl23608,MRP-S23
86370,cl23609,UPF0547
86371,cl23610,EndIII_4Fe-2S
86372,cl23611,U6-snRNA_bdg
86373,cl23612,hemP
86374,cl23613,TMEM234
86375,cl23614,RepB-RCR_reg
86376,cl23615,DUF2614
86377,cl23616,T4_tail_cap
86378,cl23617,zf-C2H2_jaz
86379,cl23618,Fig1
86380,cl23619,DUF3714
86381,cl23620,DUF3737
86382,cl23621,TRAPPC-Trs85
86383,cl23622,Gryzun-like
86384,cl23623,Blt1
86385,cl23624,FUSC-like
86386,cl23625,Fer4_6
86387,cl23626,zf-met
86388,cl23627,Gliadin
86389,cl23628,DUF4001
86390,cl23629,PepSY_TM_1
86391,cl23630,TPR_7
86392,cl23631,TPR_8
86393,cl23632,EF-hand_5
86394,cl23633,Tad
86395,cl23634,EFh_HEF
86396,cl23635,TPR_14
86397,cl23636,TPR_17
86398,cl23637,N_methyl_2
86399,cl23638,HTH_30
86400,cl23639,HTH_33
86401,cl23640,LPAM_2
86402,cl23641,N_methyl_3
86403,cl23642,PepSY_TM_2
86404,cl23643,PepSY_TM_3
86405,cl23644,MRP-S25
86406,cl23645,DDE_Tnp_1_assoc
86407,cl23646,PPR_3
86408,cl23647,DUF4221
86409,cl23648,TetR_C_6
86410,cl23649,UPF0370
86411,cl23650,YedD
86412,cl23651,YebF
86413,cl23652,MgrB
86414,cl23653,MarB
86415,cl23654,DUF4322
86416,cl23655,R2K_2
86417,cl23656,HNH_5
86418,cl23657,PDDEXK_4
86419,cl23658,DUF4423
86420,cl23659,HHH_4
86421,cl23660,HTH_40
86422,cl23661,Phage_int_SAM_3
86423,cl23662,FliG_M
86424,cl23663,FliG_N
86425,cl23664,HU-CCDC81_euk_1
86426,cl23665,PH_7
86427,cl23666,CENP-T
86428,cl23667,CENP-S
86429,cl23668,MEF2_binding
86430,cl23669,Imelysin_like_PIBO
86431,cl23670,Tra_M
86432,cl23671,LPXTG_anchor
86433,cl23672,P_lamban
86434,cl23673,holin_lambda
86435,cl23674,PF_unchar_267
86436,cl23675,phage_XkdX
86437,cl23676,tiny_TM_bacill
86438,cl23677,SA_tandem_lipo
86439,cl23678,PQQ_syn_pqqA
86440,cl23679,phage_TIGR02216
86441,cl23680,TIGR02448
86442,cl23681,type_III_yscE
86443,cl23682,type_III_yscP
86444,cl23683,dot_icm_IcmQ
86445,cl23684,IV_pilin_GFxxxE
86446,cl23685,CRISPR_DxTHG
86447,cl23686,PS_II_psbM
86448,cl23687,PS_II_psbZ
86449,cl23688,PS_I_psaM
86450,cl23689,SASP_sspK
86451,cl23690,ygfZ_signature
86452,cl23691,cellullose_BcsF
86453,cl23692,conj_TIGR03745
86454,cl23693,Bac_Flav_CT_J
86455,cl23694,para_beta_helix
86456,cl23695,six_Cys_in_45
86457,cl23696,ocin_ACP_rel
86458,cl23697,cognate_SipW
86459,cl23698,exp_by_SipW_IV
86460,cl23699,T7SS_SACOL2603
86461,cl23700,quorum_AgrD
86462,cl23701,TisB_tox
86463,cl23702,MTB_hemophore
86464,cl23703,hemophoreRv0203
86465,cl23704,ZF_C2H2
86466,cl23705,RING_CBP-p300
86467,cl23706,AMN1
86468,cl23707,LRR_RI
86469,cl23708,COLIPASE
86470,cl23709,Syo1_like
86471,cl23710,ACL4-like
86472,cl23711,API3
86473,cl23712,BBI
86474,cl23713,SNAP
86475,cl23714,BTAD
86476,cl23715,BamD
86477,sd00042,LVIVD
86478,cd16076,TSPcc
86479,cd16077,TSP-5cc
86480,cd16078,TSPcc_5_2
86481,cd16079,TSP-3cc
86482,cd16080,TSP-4cc
86483,cd16081,TSPcc_insect
86484,cd16082,IgC_CRIg
86485,cd16083,IgC1_CD80
86486,cd16084,IgC1_CH2_IgD
86487,cd16085,IgC1_SIRP_domain_3
86488,cd16086,IgV_CD80
86489,cd16087,IgV_CD86
86490,cd16088,IgV_PD1
86491,cd16089,IgV_CRIg
86492,cd16090,IgV_CD47
86493,cd16091,IgV_HHLA2
86494,cd16092,IgC1_CH1_IgD
86495,cd16093,IgC1_CH2_Mu
86496,cd16094,IgC1_CH3_IgD
86497,cd16095,IgV_H_TCR_mu
86498,cd16096,IgV_CD79b_beta
86499,cd16097,IgV_SIRP
86500,cd16098,FliS
86501,cd16099,TenA_PqqC-like
86502,sd00043,ARM
86503,sd00044,HEAT
86504,cd16100,ARID
86505,cd16101,ING
86506,cd16102,RAWUL_PCGF_like
86507,cd16103,Ubl2_OASL
86508,cd16104,Ubl_USP14_like
86509,cd16105,Ubl_ASPSCR1_like
86510,cd16106,Ubl_Dsk2p_like
86511,cd16107,Ubl_AtUPL5_like
86512,cd16108,Ubl_ATG8_like
86513,cd16109,DCX1
86514,cd16110,DCX1_RP_like
86515,cd16111,DCX_DCLK3
86516,cd16112,DCX1_DCX
86517,cd16113,DCX2_DCDC2_like
86518,cd16114,Ubl_SUMO1
86519,cd16115,Ubl_SUMO2_3_4
86520,cd16116,Ubl_Smt3_like
86521,cd16117,UBX_UBXN4
86522,cd16118,UBX2_UBXN9
86523,cd16119,UBX_UBXN6
86524,cd16120,UBX_UBXN3B
86525,cd16121,FERM_F1_SNX17
86526,cd16122,FERM_F1_SNX31
86527,cd16123,RA_RASSF7_like
86528,cd16124,RA_GRB7_10_14
86529,cd16125,RA_ASPP1_2
86530,cd16126,Ubl_HR23B
86531,cd16127,Ubl_ATG8_GABARAP_like
86532,cd16128,Ubl_ATG8
86533,cd16129,Ubl_ATG8_MAP1LC3
86534,cd16130,RA_Rin3
86535,cd16131,RA_Rin2
86536,cd16132,RA_RASSF10
86537,cd16133,RA_RASSF9
86538,cd16134,RA_RASSF8
86539,cd16135,RA_RASSF7
86540,cd16136,RA_MRL_Lpd
86541,cd16137,RA_MRL_RIAM
86542,cd16138,RA_MRL_MIG10
86543,cd16139,RA_GRB14
86544,cd16140,RA_GRB7
86545,cd16141,RA_GRB10
86546,sd00045,ANK
86547,cd16142,ARS_like
86548,cd16143,ARS_like
86549,cd16144,ARS_like
86550,cd16145,ARS_like
86551,cd16146,ARS_like
86552,cd16147,G6S
86553,cd16148,sulfatase_like
86554,cd16149,sulfatase_like
86555,cd16150,sulfatase_like
86556,cd16151,sulfatase_like
86557,cd16152,sulfatase_like
86558,cd16153,sulfatase_like
86559,cd16154,sulfatase_like
86560,cd16155,sulfatase_like
86561,cd16156,sulfatase_like
86562,cd16157,GALNS
86563,cd16158,ARSA
86564,cd16159,ES
86565,cd16160,spARS_like
86566,cd16161,ARSG
86567,cd16162,OCRE_RBM5_like
86568,cd16163,OCRE_RBM6
86569,cd16164,OCRE_VG5Q
86570,cd16165,OCRE_ZOP1_plant
86571,cd16166,OCRE_SUA_like
86572,cd16167,OCRE_RBM10
86573,cd16168,OCRE_RBM5
86574,cd16169,Tau138_eWH
86575,cd16170,MvaT_DBD
86576,cd16171,ARSK
86577,cd16172,TorS_sensor_domain
86578,sd00046,FHA_bHelix
86579,cd16173,EFh_MICU1
86580,cd16174,EFh_MICU2
86581,cd16175,EFh_MICU3
86582,cd16176,EFh_HEF_CB
86583,cd16177,EFh_HEF_CR
86584,cd16178,EFh_HEF_SCGN
86585,cd16179,EFh_HEF_CBN
86586,cd16180,EFh_PEF_Group_I
86587,cd16181,EFh_PEF_Group_II_sorcin_like
86588,cd16182,EFh_PEF_Group_II_CAPN_like
86589,cd16183,EFh_PEF_ALG-2
86590,cd16184,EFh_PEF_peflin
86591,cd16185,EFh_PEF_ALG-2_like
86592,cd16186,EFh_PEF_grancalcin
86593,cd16187,EFh_PEF_sorcin
86594,cd16188,EFh_PEF_CPNS1_2
86595,cd16189,EFh_PEF_CAPN1_like
86596,cd16190,EFh_PEF_CAPN3
86597,cd16191,EFh_PEF_CAPN8
86598,cd16192,EFh_PEF_CAPN9
86599,cd16193,EFh_PEF_CAPN11
86600,cd16194,EFh_PEF_CAPN12
86601,cd16195,EFh_PEF_CAPN13_14
86602,cd16196,EFh_PEF_CalpA_B
86603,cd16197,EFh_PEF_CalpC
86604,cd16198,EFh_PEF_CAPN1
86605,cd16199,EFh_PEF_CAPN2
86606,cd16200,EFh_PI-PLCbeta
86607,cd16201,EFh_PI-PLCgamma
86608,cd16202,EFh_PI-PLCdelta
86609,cd16203,EFh_PI-PLCepsilon
86610,cd16204,EFh_PI-PLCzeta
86611,cd16205,EFh_PI-PLCeta
86612,cd16206,EFh_PRIP
86613,cd16207,EFh_ScPlc1p_like
86614,cd16208,EFh_PI-PLCbeta1
86615,cd16209,EFh_PI-PLCbeta2
86616,cd16210,EFh_PI-PLCbeta3
86617,cd16211,EFh_PI-PLCbeta4
86618,cd16212,EFh_NorpA_like
86619,cd16213,EFh_PI-PLC21
86620,cd16214,EFh_PI-PLCgamma1
86621,cd16215,EFh_PI-PLCgamma2
86622,cd16216,EFh_PI-PLCgamma1_like
86623,cd16217,EFh_PI-PLCdelta1
86624,cd16218,EFh_PI-PLCdelta3
86625,cd16219,EFh_PI-PLCdelta4
86626,cd16220,EFh_PI-PLCeta1
86627,cd16221,EFh_PI-PLCeta2
86628,cd16222,EFh_PRIP1
86629,cd16223,EFh_PRIP2
86630,cd16224,EFh_CREC_RCN2
86631,cd16225,EFh_CREC_cab45
86632,cd16226,EFh_CREC_Calumenin_like
86633,cd16227,EFh_CREC_RCN2_like
86634,cd16228,EFh_CREC_Calumenin
86635,cd16229,EFh_CREC_RCN1
86636,cd16230,EFh_CREC_RCN3
86637,cd16231,EFh_SPARC_like
86638,cd16232,EFh_SPARC_TICN
86639,cd16233,EFh_SPARC_FSTL1
86640,cd16234,EFh_SPARC_SMOC
86641,cd16235,EFh_SPARC_SPARC
86642,cd16236,EFh_SPARC_SPARCL1
86643,cd16237,EFh_SPARC_TICN1
86644,cd16238,EFh_SPARC_TICN2
86645,cd16239,EFh_SPARC_TICN3
86646,cd16240,EFh_SPARC_SMOC1
86647,cd16241,EFh_SPARC_SMOC2
86648,cd16242,EFh_DMD_like
86649,cd16243,EFh_DYTN
86650,cd16244,EFh_DTN
86651,cd16245,EFh_DAH
86652,cd16246,EFh_DMD
86653,cd16247,EFh_UTRO
86654,cd16248,EFh_DRP-2
86655,cd16249,EFh_DTNA
86656,cd16250,EFh_DTNB
86657,cd16251,EFh_parvalbumin_like
86658,cd16252,EFh_calglandulin_like
86659,cd16253,EFh_parvalbumins
86660,cd16254,EFh_parvalbumin_alpha
86661,cd16255,EFh_parvalbumin_beta
86662,cd16256,LumP
86663,cd16257,EFG_III-like
86664,cd16258,Tet_III
86665,cd16259,RF3_III
86666,cd16260,EF4_III
86667,cd16261,EF2_snRNP_III
86668,cd16262,EFG_III
86669,cd16263,BipA_III
86670,cd16264,snRNP_III
86671,pfam15661,CF222
86672,pfam15662,SPATA3
86673,pfam15663,zf-CCCH_3
86674,pfam15664,TMEM252
86675,pfam15665,FAM184
86676,pfam15666,HGAL
86677,pfam15667,GDWWSH
86678,pfam15668,DUF4663
86679,pfam15669,CCDC24
86680,pfam15670,Spem1
86681,pfam15671,PRR18
86682,pfam15672,Mucin15
86683,pfam15673,Ciart
